"신규진입
키워드",키워드,카테고리,"브랜드
키워드","쇼핑성
키워드",경쟁률,"최근
1개월
검색량","예상
1개월
검색량","예상1개월
검색량
상승률","최근
3개월
검색량","예상
3개월
검색량","예상3개월
검색량
상승률","작년
검색량","작년
최대검색
월","작년최대
검색월
검색량",계절성,"계절성
월","네이버
상품수","네이버
해외
상품수","네이버
평균가","네이버
경쟁강도","네이버
일반배송비율","네이버
해외배송비율","네이버
묶음상품비율","쿠팡
평균가","쿠팡
총리뷰수","쿠팡
최대리뷰수","쿠팡
평균리뷰수","쿠팡
로켓배송비율","쿠팡
판매자로켓
배송비율","쿠팡
일반배송비율","쿠팡
해외배송비율","쿠팡
해외배송
총리뷰수","쿠팡
해외배송
최대리뷰수","쿠팡
해외배송
평균리뷰수"
X,운동화세탁기,디지털/가전>생활가전,X,O,14.73,5820,5255,-9.71%,15543,11713,-24.64%,74763,4,8588,없음,없음,85745,42644,111559,높음,47.50%,52.50%,0.00%,95633,5866,2953,183,3.13%,15.63%,6.25%,75.00%,271,52,11
X,lg세탁기건조기,디지털/가전>생활가전,X,O,15.02,12580,15441,22.74%,40524,59307,46.35%,95379,11,11510,없음,없음,189004,15399,2212512,높음,100.00%,0.00%,45.00%,1762448,6225,1489,207,60.00%,0.00%,26.67%,13.33%,0,0,0
X,lg건조기렌탈,디지털/가전>생활가전,X,O,15.69,1210,1951,61.24%,4202,8456,101.24%,18547,1,2950,없음,없음,18983,4,47682,높음,67.50%,32.50%,0.00%,1007290,10131,2163,375,48.15%,0.00%,33.33%,18.52%,0,0,0
X,무타공푸시풀도어락,디지털/가전>생활가전,X,O,15.70,190,261,37.37%,510,1975,287.25%,3660,11,904,있음,"11,12",2983,506,164829,높음,100.00%,0.00%,20.00%,116722,9874,2529,365,66.67%,3.70%,22.22%,7.41%,0,0,0
X,미니다리미,디지털/가전>생활가전,X,O,16.25,6960,3830,-44.97%,16367,7192,-56.06%,68770,9,10471,없음,없음,113112,55559,42852,높음,100.00%,0.00%,27.50%,28138,62589,43282,2318,66.67%,14.81%,7.41%,11.11%,0,0,0
X,유무선전화기,디지털/가전>생활가전,X,O,16.60,1500,1635,9.00%,5267,4742,-9.97%,25070,1,2727,없음,없음,24896,10875,109810,높음,100.00%,0.00%,25.00%,113698,7672,1532,284,48.15%,14.81%,22.22%,14.81%,0,0,0
X,엘지건조기,디지털/가전>생활가전,X,O,17.97,11100,12635,13.83%,30961,31970,3.26%,184355,1,20637,없음,없음,199492,16321,946175,높음,100.00%,0.00%,62.50%,1025404,17497,5836,648,66.67%,0.00%,29.63%,3.70%,191,191,191
O,스탠드형스팀다리미,디지털/가전>생활가전,X,O,17.99,690,691,0.14%,2820,4507,59.82%,12757,5,1784,없음,없음,12412,4695,135456,높음,100.00%,0.00%,47.50%,107825,17728,5873,656,62.96%,14.81%,11.11%,11.11%,0,0,0
X,스마트도어락,디지털/가전>생활가전,O,O,18.58,3360,3068,-8.69%,11506,9464,-17.75%,37238,5,4247,없음,없음,62428,32909,130053,높음,100.00%,0.00%,2.50%,125945,30415,6871,1126,70.37%,11.11%,3.70%,14.81%,0,0,0
X,번호키도어락,디지털/가전>생활가전,X,O,18.72,3460,3413,-1.36%,11699,10669,-8.80%,62661,7,5884,없음,없음,64774,23078,131482,높음,100.00%,0.00%,0.00%,69514,39766,6872,1472,88.89%,0.00%,11.11%,0.00%,0,0,0
X,핸디형스팀다리미,디지털/가전>생활가전,X,O,18.81,4610,4936,7.07%,15159,15905,4.92%,63793,4,9745,없음,없음,86709,39174,59300,높음,100.00%,0.00%,47.50%,45553,92849,43274,2579,50.00%,33.33%,11.11%,5.56%,0,0,0
X,무선다리미,디지털/가전>생활가전,X,O,19.07,2030,1633,-19.56%,6596,3764,-42.94%,32028,4,3606,없음,없음,38705,21149,63553,높음,97.50%,2.50%,35.00%,44805,61891,43301,2292,48.15%,18.52%,11.11%,22.22%,4,2,1
X,휴대용구강세정기,디지털/가전>생활가전,X,O,19.92,2040,1828,-10.39%,7361,5965,-18.96%,23986,1,2500,없음,없음,40629,15295,90758,높음,97.50%,2.50%,40.00%,32401,40991,17224,1138,27.78%,47.22%,16.67%,8.33%,88,62,29
X,미니탈수기,디지털/가전>생활가전,X,O,20.35,2490,2245,-9.84%,9558,6230,-34.82%,36127,7,4653,없음,없음,50673,28419,91052,높음,95.00%,5.00%,2.50%,79221,10841,3339,401,14.81%,33.33%,25.93%,25.93%,207,207,30
X,lg트롬세탁기,디지털/가전>생활가전,O,O,20.99,4230,3896,-7.90%,14232,12339,-13.30%,63427,1,6019,없음,없음,88780,45,1193216,높음,100.00%,0.00%,60.00%,785769,8871,1899,305,51.72%,0.00%,31.03%,17.24%,2,2,0
X,엘지세탁기,디지털/가전>생활가전,X,O,21.53,15780,16674,5.67%,54237,48100,-11.32%,258029,3,25432,없음,없음,339765,25739,1026460,높음,100.00%,0.00%,70.00%,872047,26179,5397,969,66.67%,0.00%,3.70%,29.63%,844,447,106
O,lg세탁기건조기세트,디지털/가전>생활가전,X,O,21.71,1010,1508,49.31%,3025,3544,17.16%,7058,1,1181,있음,"1,2,3,4,7",21930,339,2225924,높음,100.00%,0.00%,72.50%,2149037,6081,1489,209,79.31%,0.00%,10.34%,10.34%,79,46,26
X,삼성세탁건조기,디지털/가전>생활가전,O,O,21.82,3400,3807,11.97%,10200,8700,-14.71%,206716,3,51625,있음,"3,4",74183,7556,1592365,높음,100.00%,0.00%,47.50%,2109823,13475,5834,499,59.26%,0.00%,25.93%,14.81%,0,0,0
X,소형드럼세탁기,디지털/가전>생활가전,X,O,21.82,1280,1151,-10.08%,4782,3754,-21.50%,21931,1,2223,없음,없음,27933,18029,480500,높음,100.00%,0.00%,5.00%,438090,2215,342,76,24.14%,0.00%,58.62%,17.24%,20,20,4
X,여행용다리미,디지털/가전>생활가전,X,O,21.87,2780,1586,-42.95%,8278,3876,-53.18%,33202,9,5697,있음,"8,9,10",60799,33991,43961,높음,100.00%,0.00%,22.50%,31088,19919,4520,737,48.15%,22.22%,11.11%,18.52%,2,2,0
X,건조기,디지털/가전>생활가전,X,O,21.99,116100,134796,16.10%,279435,262230,-6.16%,1172577,7,137490,없음,없음,2552657,948792,807368,높음,100.00%,0.00%,85.00%,755769,23132,5836,856,77.78%,7.41%,0.00%,14.81%,0,0,0
X,모기훈증기,디지털/가전>생활가전,X,O,22.79,2220,2173,-2.12%,5587,2541,-54.52%,30597,6,7825,있음,"5,6,7",50593,8720,28719,높음,97.50%,2.50%,10.00%,20178,176169,44100,6524,51.85%,0.00%,40.74%,7.41%,0,0,0
X,워키토키,디지털/가전>생활가전,X,O,23.06,6220,5341,-14.13%,18499,16508,-10.76%,107240,6,10560,없음,없음,143442,81227,137020,높음,77.50%,22.50%,0.00%,56790,913,226,33,7.41%,3.70%,51.85%,37.04%,155,76,16
X,트롬세탁기,디지털/가전>생활가전,O,O,23.13,3870,3704,-4.29%,12939,10765,-16.80%,66481,1,6776,없음,없음,89532,194,954200,높음,100.00%,0.00%,65.00%,817560,10251,1899,379,55.56%,0.00%,40.74%,3.70%,0,0,0
O,주키도어락,디지털/가전>생활가전,O,O,23.83,250,202,-19.20%,628,655,4.30%,3239,12,339,없음,없음,5958,745,91380,높음,100.00%,0.00%,32.50%,102908,24376,6881,902,62.96%,7.41%,25.93%,3.70%,0,0,0
X,미니재봉틀,디지털/가전>생활가전,X,O,24.03,3480,3426,-1.55%,12268,10466,-14.69%,50573,5,5169,없음,없음,83607,35831,99152,높음,92.50%,7.50%,22.50%,22732,22920,8726,848,18.52%,48.15%,14.81%,18.52%,1039,783,208
O,강화유리도어락,디지털/가전>생활가전,X,O,24.15,570,710,24.56%,1895,1909,0.74%,9721,3,934,없음,없음,13766,1160,62071,높음,100.00%,0.00%,2.50%,63590,3111,823,115,48.15%,7.41%,33.33%,11.11%,0,0,0
X,세탁기,디지털/가전>생활가전,X,O,24.39,139100,133749,-3.85%,376399,311574,-17.22%,1635905,7,154011,없음,없음,3393205,1080016,1089211,높음,100.00%,0.00%,97.50%,505721,44205,7702,1637,51.85%,0.00%,33.33%,14.81%,0,0,0
X,신발살균기,디지털/가전>생활가전,X,O,24.45,1940,2439,25.72%,6132,7784,26.94%,21027,3,2205,없음,없음,47441,26963,167341,높음,87.50%,12.50%,7.50%,65884,11969,2655,332,36.11%,19.44%,36.11%,8.33%,26,23,9
X,상가유리문도어락,디지털/가전>생활가전,X,O,24.73,160,746,366.25%,698,1306,87.11%,657,12,97,없음,없음,3956,1038,63800,중간,100.00%,0.00%,0.00%,69665,3710,823,137,59.26%,3.70%,22.22%,14.81%,0,0,0
X,미니스팀다리미,디지털/가전>생활가전,X,O,25.11,2430,2108,-13.25%,6548,4710,-28.07%,19810,4,2886,없음,없음,61025,33701,42591,높음,100.00%,0.00%,32.50%,33314,62445,43271,2312,55.56%,29.63%,11.11%,3.70%,0,0,0
X,스탠드다리미,디지털/가전>생활가전,X,O,25.25,3230,2871,-11.11%,10321,6888,-33.26%,19110,5,2503,없음,없음,81566,37495,104232,높음,100.00%,0.00%,27.50%,77575,67222,43299,2489,77.78%,14.81%,0.00%,7.41%,0,0,0
X,세탁기배수호스,디지털/가전>생활가전,X,O,25.40,3190,3267,2.41%,9984,9588,-3.97%,48581,1,4625,없음,없음,81028,10548,5490,높음,100.00%,0.00%,2.50%,7664,10826,2775,400,14.81%,37.04%,48.15%,0.00%,0,0,0
X,업무용무전기,디지털/가전>생활가전,X,O,25.57,3330,4174,25.35%,9818,53867,448.66%,22588,12,10793,있음,12,85135,17540,208646,높음,100.00%,0.00%,40.00%,125948,1064,224,39,3.70%,14.81%,70.37%,11.11%,0,0,0
X,가정용모기퇴치기,디지털/가전>생활가전,X,O,25.92,3230,4074,26.13%,9283,2348,-74.71%,44129,6,15709,있음,6,83712,30554,44618,높음,100.00%,0.00%,12.50%,24000,74135,21615,2745,22.22%,66.67%,11.11%,0.00%,0,0,0
X,휴대용독서등,디지털/가전>생활가전,X,O,26.34,1660,1917,15.48%,3820,4905,28.40%,9293,12,999,없음,없음,43726,16307,20003,높음,97.50%,2.50%,2.50%,15940,12008,2608,461,34.62%,42.31%,7.69%,15.38%,0,0,0
X,포충등,디지털/가전>생활가전,X,O,27.10,2040,2404,17.84%,8721,5607,-35.71%,37540,6,6192,없음,없음,55294,26980,45140,높음,100.00%,0.00%,0.00%,40565,54733,12714,2027,48.15%,25.93%,7.41%,18.52%,186,186,37
O,모기,디지털/가전>생활가전,X,X,27.29,42890,56388,31.47%,112085,77616,-30.75%,360394,10,54337,없음,없음,1170283,296119,38469,높음,100.00%,0.00%,10.00%,15962,510068,69393,18891,62.96%,22.22%,3.70%,11.11%,0,0,0
O,푸시풀지문도어락,디지털/가전>생활가전,X,O,27.58,160,160,0.00%,537,419,-21.97%,1280,7,256,있음,"2,3,7,9",4413,775,218102,높음,100.00%,0.00%,12.50%,170643,9679,2604,358,37.04%,37.04%,11.11%,14.81%,0,0,0
X,스팀다리미추천,디지털/가전>생활가전,X,O,27.77,10030,8308,-17.17%,29301,19787,-32.47%,114984,4,15858,없음,없음,278519,131147,81471,높음,100.00%,0.00%,47.50%,45713,91506,43300,3389,70.37%,22.22%,3.70%,3.70%,0,0,0
X,탈취스팀다리미,디지털/가전>생활가전,X,O,27.87,90,0,,158,0,,0,,0,없음,없음,2508,551,179443,높음,100.00%,0.00%,80.00%,77238,44144,44142,1634,3.70%,3.70%,48.15%,44.44%,1,1,0
X,엘지드럼세탁기,디지털/가전>생활가전,X,O,27.90,4360,4003,-8.19%,14240,12307,-13.57%,55211,1,5596,없음,없음,121655,10322,1404300,높음,100.00%,0.00%,62.50%,996397,32744,6452,909,66.67%,0.00%,27.78%,5.56%,202,191,101
O,나무문도어락,디지털/가전>생활가전,O,X,28.53,340,738,117.06%,1354,5393,298.30%,9829,11,3305,있음,11,9701,2843,67323,높음,100.00%,0.00%,2.50%,66652,33679,19660,1247,51.85%,7.41%,25.93%,14.81%,0,0,0
X,지문도어락,디지털/가전>생활가전,X,O,28.98,2190,2246,2.56%,7045,6603,-6.27%,26668,10,2584,없음,없음,63462,34038,176030,높음,100.00%,0.00%,7.50%,155025,11241,2522,416,77.78%,0.00%,7.41%,14.81%,0,0,0
X,건식다리미,디지털/가전>생활가전,X,O,29.45,1430,1254,-12.31%,4345,2969,-31.67%,20172,5,2448,없음,없음,42118,20448,31472,높음,97.50%,2.50%,40.00%,33020,34415,9451,1274,29.63%,0.00%,55.56%,14.81%,0,0,0
X,의류탈수기,디지털/가전>생활가전,X,X,29.60,770,562,-27.01%,3463,1033,-70.17%,4069,7,764,있음,"6,7,8,9",22793,14828,109514,높음,90.00%,10.00%,5.00%,127811,4251,2306,157,14.81%,25.93%,37.04%,22.22%,217,211,36
X,엘지세탁기건조기,디지털/가전>생활가전,X,O,29.86,6330,4925,-22.20%,19940,16165,-18.93%,38988,3,7492,있음,"1,3,7",189004,15301,2164189,높음,100.00%,0.00%,45.00%,2208107,5536,1486,205,70.37%,0.00%,14.81%,14.81%,80,46,20
X,휴대용스팀다리미,디지털/가전>생활가전,X,O,29.88,3000,2338,-22.07%,8187,7027,-14.17%,21648,4,2494,없음,없음,89631,52011,46778,높음,100.00%,0.00%,45.00%,34600,71896,43296,2662,48.15%,37.04%,11.11%,3.70%,0,0,0
X,lg세탁기렌탈,디지털/가전>생활가전,X,O,30.58,1520,2021,32.96%,3498,3396,-2.92%,12683,4,1403,없음,없음,46486,9,54235,높음,95.00%,5.00%,2.50%,683759,19168,5408,709,51.85%,0.00%,25.93%,22.22%,193,191,32
X,집전화기,디지털/가전>생활가전,X,O,30.96,1640,1712,4.39%,6001,5637,-6.07%,28633,1,2953,없음,없음,50771,13953,21555,높음,100.00%,0.00%,50.00%,29397,27712,6892,1026,66.67%,7.41%,11.11%,14.81%,0,0,0
X,공업용미싱,디지털/가전>생활가전,X,O,31.33,2010,2115,5.22%,6502,6514,0.18%,37764,3,3901,없음,없음,62972,27783,488288,높음,100.00%,0.00%,0.00%,476960,571,221,21,18.52%,3.70%,48.15%,29.63%,23,16,3
O,스탠드칫솔살균기,디지털/가전>생활가전,O,O,31.72,120,61,-49.17%,253,181,-28.46%,2083,2,309,없음,없음,3806,713,42905,높음,100.00%,0.00%,60.00%,56215,35840,8732,1327,55.56%,11.11%,18.52%,14.81%,0,0,0
X,모기트랩,디지털/가전>생활가전,X,O,32.96,2410,3680,52.70%,5494,3154,-42.59%,35857,6,9780,있음,"5,6,7",79441,26784,41169,높음,100.00%,0.00%,17.50%,30194,46342,12703,1716,40.74%,37.04%,14.81%,7.41%,191,184,96
X,유선전화기,디지털/가전>생활가전,X,O,33.19,6030,6054,0.40%,21166,20092,-5.07%,100947,1,10726,없음,없음,200120,67565,23102,높음,97.50%,2.50%,40.00%,24458,20800,6892,770,66.67%,7.41%,11.11%,14.81%,0,0,0
X,구강세정기추천,디지털/가전>생활가전,X,O,33.62,3260,2646,-18.83%,11196,8646,-22.78%,51639,1,5126,없음,없음,109596,45973,68935,높음,97.50%,2.50%,52.50%,56099,62992,17223,2333,51.85%,22.22%,3.70%,22.22%,163,55,27
X,일반전화기,디지털/가전>생활가전,X,O,33.87,1120,1243,10.98%,4121,5373,30.38%,19099,11,2927,없음,없음,37937,8629,20863,높음,100.00%,0.00%,47.50%,24022,24161,6892,894,70.37%,3.70%,14.81%,11.11%,0,0,0
X,물칫솔,디지털/가전>생활가전,X,O,34.13,1020,975,-4.41%,2862,2991,4.51%,14372,1,1641,없음,없음,34809,7638,53395,높음,100.00%,0.00%,5.00%,35683,61333,17208,2271,37.04%,40.74%,14.81%,7.41%,10,10,5
O,미니의류관리기,디지털/가전>생활가전,X,O,34.46,560,758,35.36%,1507,2025,34.37%,23785,4,2872,없음,없음,19296,14183,110524,높음,82.50%,17.50%,5.00%,136439,2238,328,86,23.08%,19.23%,19.23%,38.46%,374,328,37
X,원룸세탁기,디지털/가전>생활가전,X,O,34.86,2370,2525,6.54%,7809,7582,-2.91%,38944,3,3909,없음,없음,82615,48831,397685,높음,100.00%,0.00%,35.00%,357994,17360,5403,642,14.81%,0.00%,70.37%,14.81%,0,0,0
X,아파트도어락,디지털/가전>생활가전,X,O,35.53,1150,1102,-4.17%,3498,2852,-18.47%,7691,8,847,없음,없음,40865,14779,88273,높음,100.00%,0.00%,5.00%,106916,31428,6878,1164,77.78%,0.00%,11.11%,11.11%,0,0,0
X,여행용스팀다리미,디지털/가전>생활가전,X,O,35.95,1350,1123,-16.81%,4576,8286,81.08%,22220,12,5509,있음,12,48538,28461,45725,높음,100.00%,0.00%,27.50%,36342,68018,43289,2519,48.15%,40.74%,3.70%,7.41%,0,0,0
X,조류퇴치기,디지털/가전>생활가전,X,O,36.18,1400,1120,-20.00%,7697,3265,-57.58%,25239,7,5320,있음,"6,7",50654,23343,30888,높음,97.50%,2.50%,0.00%,43823,2071,230,76,3.70%,37.04%,48.15%,11.11%,0,0,0
O,목문용도어락,디지털/가전>생활가전,X,O,37.14,460,582,26.52%,1570,2005,27.71%,10299,11,973,없음,없음,17086,3458,68234,높음,100.00%,0.00%,17.50%,46414,31766,19630,1176,55.56%,3.70%,29.63%,11.11%,0,0,0
X,핸드드라이어,디지털/가전>생활가전,X,O,37.99,2520,2957,17.34%,10022,11416,13.91%,44504,3,6904,없음,없음,95733,34434,358805,높음,100.00%,0.00%,60.00%,145531,458,97,16,3.70%,11.11%,51.85%,33.33%,77,20,9
X,의류관리기,디지털/가전>생활가전,X,O,38.55,2490,3309,32.89%,7140,10736,50.36%,68666,1,8026,없음,없음,95993,46574,997988,높음,100.00%,0.00%,65.00%,306508,1697,497,62,25.93%,18.52%,14.81%,40.74%,107,15,10
X,핸디스팀다리미,디지털/가전>생활가전,X,O,38.63,2240,2086,-6.87%,6553,5138,-21.59%,46778,5,5793,없음,없음,86525,39053,59466,높음,100.00%,0.00%,47.50%,39819,81723,43278,3026,62.96%,33.33%,3.70%,0.00%,0,0,0
O,보풀제거기usb충전식,디지털/가전>생활가전,,X,38.73,220,0,,278,0,,0,,0,없음,없음,8520,2464,30544,높음,97.50%,2.50%,70.00%,19710,24711,9502,915,48.15%,37.04%,7.41%,7.41%,0,0,0
X,세탁기건조기,디지털/가전>생활가전,X,O,38.76,33940,31571,-6.98%,103906,89583,-13.78%,493522,3,83132,있음,"2,3,4,5,7",1315392,444186,2060895,높음,100.00%,0.00%,60.00%,1372696,20027,5836,741,62.96%,3.70%,22.22%,11.11%,0,0,0
X,다리미,디지털/가전>생활가전,X,O,39.43,24980,28923,15.78%,72773,92413,26.99%,404735,10,62167,없음,없음,984927,453652,78120,높음,100.00%,0.00%,60.00%,33065,66929,43275,2478,59.26%,18.52%,18.52%,3.70%,0,0,0
X,치솔살균기,디지털/가전>생활가전,X,O,39.50,2960,3559,20.24%,10410,10841,4.14%,52483,1,5168,없음,없음,116912,32929,31126,높음,100.00%,0.00%,50.00%,30426,59261,19743,2194,29.63%,51.85%,18.52%,0.00%,0,0,0
O,lg세탁건조기,디지털/가전>생활가전,X,O,39.56,2500,2303,-7.88%,7452,4863,-34.74%,151938,3,74322,있음,3,98888,11780,2179732,높음,100.00%,0.00%,12.50%,1837011,12535,2160,348,66.67%,0.00%,30.56%,2.78%,0,0,0
X,의류건조기,디지털/가전>생활가전,X,O,40.53,5120,6599,28.89%,11683,11697,0.12%,52791,7,6282,없음,없음,207523,96388,787715,높음,100.00%,0.00%,82.50%,385539,53080,25763,1965,51.85%,18.52%,7.41%,22.22%,62,35,10
O,새조류퇴치기,디지털/가전>생활가전,,X,41.01,500,0,,500,0,,0,,0,없음,없음,20503,9752,19654,높음,100.00%,0.00%,0.00%,34782,1900,254,70,0.00%,25.93%,66.67%,7.41%,0,0,0
O,소형빨래건조기,디지털/가전>생활가전,X,O,41.50,1160,1187,2.33%,3238,2824,-12.79%,9605,7,1401,없음,없음,48141,36335,358683,높음,95.00%,5.00%,42.50%,181522,13055,3987,483,25.93%,33.33%,3.70%,37.04%,382,329,38
X,사무실전화기,디지털/가전>생활가전,X,O,41.92,1270,1714,34.96%,4628,4482,-3.15%,23606,1,2480,없음,없음,53239,12439,24668,높음,100.00%,0.00%,45.00%,36013,27674,6893,1024,66.67%,7.41%,14.81%,11.11%,0,0,0
X,목문도어락,디지털/가전>생활가전,X,O,42.30,890,970,8.99%,3381,5338,57.88%,15736,12,2322,없음,없음,37647,4973,64690,높음,100.00%,0.00%,0.00%,58110,32007,19631,1185,70.37%,3.70%,22.22%,3.70%,0,0,0
X,강화유리문도어락,디지털/가전>생활가전,X,O,42.45,280,309,10.36%,892,931,4.37%,8390,3,868,없음,없음,11887,987,57369,높음,100.00%,0.00%,2.50%,66965,3509,823,129,40.74%,7.41%,37.04%,14.81%,0,0,0
X,책상조명,디지털/가전>생활가전,X,O,42.99,13520,13801,2.08%,25536,29739,16.46%,60220,1,7609,없음,없음,581269,287219,49190,높음,100.00%,0.00%,12.50%,27260,73085,16393,2030,58.33%,30.56%,11.11%,0.00%,0,0,0
O,업소용포충기,디지털/가전>생활가전,X,O,43.62,1030,684,-33.59%,2913,550,-81.12%,51288,6,14866,있음,"4,5,6",44933,13780,68771,높음,100.00%,0.00%,10.00%,79014,49673,12715,1839,29.63%,48.15%,11.11%,11.11%,3,3,1
X,전화기,디지털/가전>생활가전,X,O,44.67,9160,9073,-0.95%,31432,32922,4.74%,143713,12,14725,없음,없음,409162,147353,43013,높음,100.00%,0.00%,62.50%,33578,29315,6892,814,69.44%,8.33%,13.89%,8.33%,0,0,0
X,세탁기받침대,디지털/가전>생활가전,X,O,45.20,4400,5043,14.61%,14193,13573,-4.37%,64915,4,6444,없음,없음,198898,84337,7785,높음,100.00%,0.00%,5.00%,18555,9008,4634,333,18.52%,40.74%,25.93%,14.81%,0,0,0
X,스타일러가격,디지털/가전>생활가전,O,O,45.44,3380,4519,33.70%,7955,12136,52.56%,10992,2,1374,없음,없음,153586,58084,1097426,높음,97.50%,2.50%,62.50%,617798,14692,3635,544,55.56%,7.41%,22.22%,14.81%,52,34,13
X,통돌이,디지털/가전>생활가전,O,O,46.41,4930,5354,8.60%,15644,15297,-2.22%,67461,10,6216,없음,없음,228819,59961,566078,높음,100.00%,0.00%,57.50%,426920,38242,7696,1416,48.15%,3.70%,25.93%,22.22%,741,449,124
X,공부스탠드,디지털/가전>생활가전,O,O,47.20,1670,1717,2.81%,5179,5289,2.12%,38096,4,6938,있음,"1,2,3,4",78816,26261,61170,높음,100.00%,0.00%,25.00%,27630,59473,16387,2202,55.56%,25.93%,18.52%,0.00%,0,0,0
X,생활무전기,디지털/가전>생활가전,X,O,47.35,8790,10091,14.80%,21193,36454,72.01%,61842,12,7734,없음,없음,416170,145295,129046,높음,95.00%,5.00%,17.50%,79649,712,98,26,0.00%,11.11%,70.37%,18.52%,19,19,4
X,구강세척기,디지털/가전>생활가전,X,O,47.69,2110,2126,0.76%,5171,4758,-7.99%,22705,4,2337,없음,없음,100620,43557,69863,높음,97.50%,2.50%,57.50%,52259,53476,17223,1980,48.15%,29.63%,14.81%,7.41%,0,0,0
X,독서등,디지털/가전>생활가전,X,O,47.84,8990,8190,-8.90%,28455,30455,7.03%,127550,9,13664,없음,없음,430099,189983,32841,높음,97.50%,2.50%,7.50%,18504,48750,16397,1805,44.44%,29.63%,14.81%,11.11%,0,0,0
X,소형세탁기,디지털/가전>생활가전,X,O,48.01,7340,6721,-8.43%,25723,18570,-27.81%,116401,7,12817,없음,없음,352416,220115,214614,높음,95.00%,5.00%,25.00%,207852,11729,5405,434,18.52%,22.22%,33.33%,25.93%,233,207,33
X,미니세탁건조기,디지털/가전>생활가전,X,O,48.27,1340,1323,-1.27%,4190,18666,345.49%,5525,12,2258,있음,12,64686,36327,298345,높음,75.00%,25.00%,22.50%,215196,6778,3987,251,22.22%,14.81%,0.00%,62.96%,25,11,1
X,신발세탁기,디지털/가전>생활가전,X,O,48.63,4410,4330,-1.81%,10728,9043,-15.71%,40821,7,4877,없음,없음,214454,115780,111371,높음,27.50%,72.50%,2.50%,90833,9902,6298,341,13.79%,13.79%,3.45%,68.97%,174,52,9
O,엘지오브제세탁기,디지털/가전>생활가전,X,O,48.77,1530,1672,9.28%,4951,4512,-8.87%,33917,3,3518,없음,없음,74615,17,1849773,높음,100.00%,0.00%,22.50%,1878334,7832,1486,217,75.00%,0.00%,5.56%,19.44%,294,191,42
O,칫솔면도기살균기,디지털/가전>생활가전,X,O,50.55,230,429,86.52%,654,617,-5.66%,3105,7,418,없음,없음,11627,4735,36957,높음,100.00%,0.00%,47.50%,33657,53906,19740,1996,29.63%,59.26%,11.11%,0.00%,0,0,0
X,소형건조기,디지털/가전>생활가전,X,O,51.63,4540,4998,10.09%,12756,12509,-1.94%,61542,7,7672,없음,없음,234406,143998,344682,높음,92.50%,7.50%,42.50%,266778,15201,3987,563,29.63%,29.63%,14.81%,25.93%,23,8,3
X,포충기,디지털/가전>생활가전,X,O,51.84,9220,7847,-14.89%,37162,11079,-70.19%,205883,6,47032,있음,"4,5,6,7",477949,166544,55892,높음,100.00%,0.00%,22.50%,35408,62008,12734,2296,55.56%,18.52%,7.41%,18.52%,3,3,1
X,속옷세탁기,디지털/가전>생활가전,X,O,52.20,4010,4141,3.27%,9682,7674,-20.74%,20653,1,2167,없음,없음,209335,118340,206122,높음,82.50%,17.50%,10.00%,107535,4246,1441,157,14.81%,22.22%,22.22%,40.74%,295,212,27
X,벽걸이세탁기,디지털/가전>생활가전,X,O,53.18,1310,1251,-4.50%,4488,3508,-21.84%,23818,7,2322,없음,없음,69663,31502,596671,높음,80.00%,20.00%,0.00%,350892,7051,5405,261,11.11%,14.81%,3.70%,70.37%,23,13,1
X,신발소독기,디지털/가전>생활가전,X,O,53.58,860,1155,34.30%,3233,3831,18.50%,13908,3,1510,없음,없음,46083,22644,232136,높음,90.00%,10.00%,5.00%,102228,5997,2657,222,29.63%,14.81%,18.52%,37.04%,88,30,9
O,세탁기호스연결,디지털/가전>생활가전,X,O,54.56,1300,1323,1.77%,4369,4139,-5.26%,38572,1,3939,없음,없음,70929,5934,5235,높음,100.00%,0.00%,0.00%,9925,13457,2775,498,51.85%,22.22%,25.93%,0.00%,0,0,0
O,프리미엄도어락,디지털/가전>생활가전,X,O,55.47,60,0,,156,0,,0,,0,없음,없음,3328,939,283227,높음,100.00%,0.00%,0.00%,132385,4287,3095,158,22.22%,3.70%,70.37%,3.70%,0,0,0
X,일반세탁기,디지털/가전>생활가전,X,O,55.70,4500,3962,-11.96%,15963,12225,-23.42%,70525,8,6896,없음,없음,250646,46889,562515,높음,100.00%,0.00%,67.50%,446528,31186,7683,1199,42.31%,0.00%,42.31%,15.38%,447,447,112
X,세탁기호스,디지털/가전>생활가전,X,O,56.10,4410,4489,1.79%,14494,13546,-6.54%,98478,1,9527,없음,없음,247390,35046,6703,높음,100.00%,0.00%,2.50%,14241,10757,2047,398,29.63%,40.74%,14.81%,14.81%,0,0,0
X,번호키,디지털/가전>생활가전,X,O,57.16,3610,3651,1.14%,11126,9931,-10.74%,65856,3,6124,없음,없음,206357,31473,132635,높음,100.00%,0.00%,0.00%,63210,43097,6871,1596,85.19%,3.70%,3.70%,7.41%,0,0,0
X,휴대용다리미,디지털/가전>생활가전,X,O,57.22,2600,1289,-50.42%,6937,2805,-59.56%,30816,9,6174,있음,"8,9,10",148772,79105,46488,높음,100.00%,0.00%,37.50%,32193,67746,43275,2509,59.26%,29.63%,3.70%,7.41%,0,0,0
X,도어락커버,디지털/가전>생활가전,X,O,57.81,1040,1017,-2.21%,4074,3471,-14.80%,17777,7,1933,없음,없음,60119,23564,17754,높음,95.00%,5.00%,2.50%,13713,2404,601,89,11.11%,14.81%,59.26%,14.81%,0,0,0
